key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-470329472,The Importance Of Illness Perception In End-Stage Renal Disease: Associations With Psychosocial And Clinical Outcomes,2012,1,1,SEMINARS IN DIALYSIS,,,,,CHILCOT J,,,,,"Illness perceptions refer to organized beliefs surrounding the symptoms, consequences, time course, controllability, and causes of an illness. Illness perceptions have been shown to predict a range of psychosocial and clinical outcomes in patients with esrd including depression, nonadherence, and even survival. Accordingly, personal illness beliefs are novel yet potentially modifiable prognostic factors. Studies are required to assert whether illness perception-based interventions deliver the promise of improved subjective and clinical well-being in patients with esrd.","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,"NA;Kidney Failure, Chronic",,
rayyan-470329473,Causal Attributions And Alexithymia In Female Patients With Fibromyalgia Or Chronic Low Back Pain,2011,1,1,NORDIC JOURNAL OF PSYCHIATRY,,,,,TUZER V and BULUT SD and BASTUG B and KAYALAR G and GOKA E and BESTEPE E,,,,,"Aims: our general objective was to assess the psychological symptoms and the types of causal attributions linked to the symptoms among women chronic pain. Methods: 70 fibromyalgia (fm) patients, 56 chronic low back pain (clbp) patients and 72 healthy controls were assessed within a general hospital setting, using the toronto alexithymia scale, brief symptom inventory and symptom interpretation questionnaire. Three-way analysis of variance and chi-square tests were used for inter-group comparisons, followed by multivariate correlation, covariate analysis and linear regression. Results: alexithymia, somatization, depression, anxiety and hostility scores were significantly higher in fm patients relative to clbp patients and healthy controls (p < 0.05). Alexithymia was linked to psychological attributions in fm patients and to somatic attributions in clbp patients. Psychological attributions, the number of symptoms and difficulty in describing emotions were related to increased anxiety in fm patients. Depression, anxiety and somatization were significantly increased in subjects with high alexithymia scores in the fm group. There was no difference between groups regarding causal attributions. Conclusions: causal attributions do not seem to have distinctive features between functional somatic syndromes like fm and clbp, though differences might exist between groups as to the effects of coexisting psychological distress symptoms like anxiety and depression.","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,ALEXITHYMIA;ANXIETY;CAUSAL ATTRIBUTIONS;CHRONIC LOW BACK PAIN;;DEPRESSION;FIBROMYALGIA;Fibromyalgia;Affective Symptoms;Low Back Pain,,
rayyan-470329474,Illness Perceptions And Psychological Adjustment Among Persons With Multiple Sclerosis: The Mediating Role Of Coping Strategies And Social Support,2020,1,1,DISABILITY AND REHABILITATION,,,,,BASSI M and CILIA S and FALAUTANO M and GROBBERIO M and NICCOLAI C and PATTINI M and PIETROLONGO E and QUARTUCCIO ME and VITERBO B and AMATO MP and BENIN M and DE LUCA G and GASPERINI C and MINACAPELLI E and PATTI F and TROJANO M and DELLE FAVE A,,,,,"Purpose: the aim of this study was to test the common sense model of self-regulation among persons with multiple sclerosis (ms), hypothesizing direct relations between illness beliefs and psychological adjustment, and indirect relations through coping strategies and social support. Materials and methods: questionnaires were administered cross-sectionally to 680 participants (m-age =40.1; 64.4\% women) recruited in eight ms units to assess illness beliefs, coping strategies, social support, and adjustment indicators including life satisfaction, psychological well-being, mental health, and depression. Multiple mediational analyses were conducted to identify direct and indirect paths connecting illness beliefs to psychological outcomes. Results: controlling for disability level, significant direct and indirect relationships were observed: beliefs on illness coherence, personal and treatment control were associated with better adjustment; emotion representations and cyclic timeline with worse adjustment; illness identity, consequences, psychological and chance/bad luck causes with mixed positive and negative outcomes. Notably, findings identified recurrent and unique pathways connecting illness beliefs to the different indicators through meaning- and problem-focused coping strategies, avoidance and social support. Conclusions: the common sense model can represent a useful framework to be tested in rehabilitation programs, jointly addressing illness beliefs and coping resources for the promotion of psychological adjustment among persons with ms.","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,MULTIPLE SCLEROSIS;COMMON SENSE MODEL;ILLNESS PERCEPTIONS;COPING;;WELL-BEING;DEPRESSION;Multiple Sclerosis,,
rayyan-470329475,Evaluation Of Stress In Final-Year Saudi Dental Students Using Salivary Cortisol As A Biomarker,2011,1,1,JOURNAL OF DENTAL EDUCATION,,,,,PANI SC and AL ASKAR AM and AL MOHRIJ SI and AL and OHALI TA,,,,,"The aims of this study were to identify the perceived sources of stress in final-year dental students studying in a private dental school in riyadh, saudi arabia, using a modified dental environmental stress (des) scale and to correlate these findings, at various times in the semester, with the level of acute stress measured with salivary cortisol as a biomarker. A total of forty final-year students were administered a modified des questionnaire consisting of twenty-five questions to determine the perceived causes of stress. Salivary cortisol levels during the first week of the semester, the final week of clinical training, and one hour before the final didactic examination were assessed. Baseline cortisol levels were significantly lower than the cortisol levels in the clinic, and both these values were significantly lower than the salivary cortisol levels before the examination (p < 0.001). Comparison of cortisol levels to the perceived sources of stress and demographic data collected showed that certain discrepancies may exist between the perceived and actual stress felt by dental students at different times in the academic semester.","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,SALIVARY CORTISOL;STRESS;ANXIETY;DENTAL STUDENTS;SAUDI ARABIA;Biological Markers;Hydrocortisone,,
rayyan-470329476,Threat Expectancy Mediates The Relationship Between Attributional Style For Negative Outcomes And Anxiety,1996,1,1,COGNITIVE THERAPY AND RESEARCH,,,,,LYND-STEVENSON RM and RIGANO LM,,,,,"Proposes that research by a. H. Ahrens and d. A. Haaga (see record [rid]1993-21524-001[/rid]) failed to support the prediction that expectancy mediates the relationship between attributional style for negative outcomes and anxiety, because the measure of expectancy failed to evaluate the type of expectations directly involved in the etiology of anxiety (i.e., threat expectancy). 104 college students (aged 1848 yrs) were interviewed, and their scores on measures of attributional style for positive and negative outcomes, threat expectancy regarding the prospect of future unemployment, and anxiety about future unemployment (unemployment anxiety) were obtained. Findings support the prediction that threat expectancy mediates the relationship between attributional style for negative outcomes and unemployment anxiety. There was also evidence consistent with the tripartite model of anxiety and depression that attributional style for positive outcomes is unrelated to the cognitive processes that generate anxiety. (Psycinfo database record (c) 2016 apa, all rights reserved)","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,THREAT EXPECTANCY;ATTRIBUTIONAL STYLE FOR NEGATIVE OUTCOMES & ANXIETY;1848 YR OLDS;AUSTRALIA;ANXIETY;ATTRIBUTION;EMOTIONAL CONTENT;EXPECTATIONS;THREAT;Anxiety,,
rayyan-470329477,"Exploring Symptom Severity, Illness Perceptions, Coping Styles, And Well-Being In Gastroparesis Patients Using The Common Sense Model.",2018,1,1,DIGESTIVE DISEASES AND SCIENCES,,,,,WOODHOUSE S and HEBBARD G and KNOWLES SR,,,,,"Aims: this study aimed to examine the relationships between gastroparesis symptom severity, illness perceptions, coping styles, quality of life (qol), and psychological distress in patients with gastroparesis, guided by the common sense model.; Methods: one hundred and seventy-nine adults with gastroparesis (165 females, 14 males; mean age 41.82 years) completed an online questionnaire. The gastroparesis cardinal symptom index was used to measure gastroparesis symptom severity, qol was explored using the pagi-qol, illness perceptions were measured using the brief illness perception questionnaire, the carver brief cope scale assessed coping styles, and psychological distress was investigated using the dass21.; Results: structural equation modeling resulted in a final model with excellent fit. Gastroparesis symptom severity directly influenced illness perceptions (ß = .52, p < .001) and qol (ß = .30, p < .001). Illness perceptions directly influenced maladaptive coping (ß = - .64, p < .001), psychological distress (ß = - .32, p < .001), and qol (ß = .30, p = .01). Maladaptive coping directly influenced psychological distress (ß = .62, p < .001), which in turn had a direct influence on qol (ß = - .38, p < .001).; Conclusions: the final model showed that the influence of gastroparesis symptom severity on psychological distress was fully mediated by illness perceptions, while the influence on qol was partially mediated by illness perceptions. The study provides guidance for the development of psychological interventions targeted toward improving mediating psychological factors.","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,ADAPTATION;PSYCHOLOGICAL*;QUALITY OF LIFE*;SELF CONCEPT*;GASTROPARESIS/*COMPLICATIONS;GASTROPARESIS/*PSYCHOLOGY;STRESS;PSYCHOLOGICAL/*ETIOLOGY;ADULT;FEMALE;HUMANS;MALE;MIDDLE AGED;PSYCHOLOGICAL/DIAGNOSIS;PSYCHOLOGICAL/PREVENTION & CONTROL;SURVEYS AND QUESTIONNAIRES;SYMPTOM ASSESSMENT;ANXIETY;COPING;DEPRESSION;GASTROPARESIS;ILLNESS PERCEPTION;QUALITY OF LIFE;Gastroparesis,,
rayyan-470329478,Psychometric Properties Of The Parent Strengths And Difficulties Questionnaire In The General Population Of German Children And Adolescents: Results Of The Bella Study,2008,1,1,EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,,,,,ROTHENBERGER A and BECKER A and ERHART M and WILLE N and RAVENS-SIEBERER U,,,,,"Background the strengths and difficulties questionnaire (sdq) is a brief screening instrument that addresses negative and positive behavioural attributes of children and adolescents in the age range of 4-16 years and can be completed by parents, teachers, and as a self-report. Furthermore, the impact supplement of the extended sdq surveys for perceived problems, impact, and burden. Objective this paper aims to examine the psychometric properties of the parent form and to investigate differences in the sdq scores for sociodemographic and socioeconomic subgroups. Patterns of association with other measures of mental health and descriptive comparison with the first normative sample are also reported. Methods within the bella study module of the german health interview and examination survey for children and adolescents (- ), a total of 2,406 children and adolescents aged 7-16 years as well as their parents answered the items of the sdq and the additional impact supplement. The internal consistency of scale responses was assessed via cronbach's a (alpha). Likert scale assumptions of sufficient and similar item-total correlation and item variance were investigated. The factorial validity of the sdq measurement model was tested by means of exploratory and confirmatory factor analysis. Mean score differences between males and females, age groups (7-10 years vs. 11-16 years), and socioeconomic status groups (winkler index) were examined via anova. Results factor analysis provided an exact replication of the original five-factor sdq subscale structure. All subscales were sufficiently homogeneous. The mean total difficulties and sdq subscale scores of the bella sample did not differ from the first german normative data. Younger children were more impaired on various sdq scales than older children, girls were more emotionally affected, and boys showed more externalising problems. Conclusions the present study confirmed the validity and reliability of the parent-reported sdq scale structure. The sdq was found to be a valid and helpful questionnaire for use in the framework of an epidemiological survey. (Psycinfo database record (c) 2016 apa, all rights reserved)","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,STRENGTHS AND DIFFICULTIES QUESTIONNAIRE;BEHAVIORAL ATTRIBUTES;PSYCHOMETRICS;SOCIODEMOGRAPHICS;SOCIOECONOMICS;NORMS;VALIDITY RELIABILITY;ADAPTATION;PSYCHOLOGICAL;ADOLESCENT;ADOLESCENT PSYCHIATRY;AGE DISTRIBUTION;ANALYSIS OF VARIANCE;CHILD;CHILD PSYCHIATRY;FACTOR ANALYSIS;STATISTICAL;FEMALE;GERMANY;HEALTH SURVEYS;HUMANS;MALE;MENTAL DISORDERS;PARENTS;REPRODUCIBILITY OF RESULTS;SEX DISTRIBUTION;SOCIOECONOMIC FACTORS;STRESS;SURVEYS AND QUESTIONNAIRES;ADOLESCENT PSYCHOPATHOLOGY;ATTRIBUTION;CHILD PSYCHOPATHOLOGY;SCREENING TESTS;DEMOGRAPHIC CHARACTERISTICS;QUESTIONNAIRES;SOCIOECONOMIC STATUS;TEST NORMS;TEST RELIABILITY;TEST VALIDITY;Psychometrics;Questionnaires;Adolescent,,
rayyan-470329479,Knowledge And Beliefs About Mental Health And Their Impact On Attitudes And Help-Seeking Behaviour,2021,1,1,NA,,,,,CAWLEY-FISET EI,,,,,"A significant number of post-secondary students who struggle with mental health problems elect not to seek professional help. Increasing mental health literacy has been proposed as a method to potentially facilitate help-seeking behaviour via enhanced problem recognition, but this assertion has yet to be examined empirically. In the present study, 165 university students were recruited to take part in an online mental health study. Participants were randomly assigned to either a stigma reduction or mental health literacy condition. In addition, half of the participants within each group were assigned to complete a mental health symptom self-assessment. Preintervention data on symptomatology, barriers to treatment, and attitudes about mental health were collected pre- and post- intervention. Overall, students reported generally low levels of stigma about mental health and positive beliefs about treatment efficacy. However, participants reported a number of treatment barriers including: questioning the seriousness of their symptoms and a desire to handle the problem on their own. Post-intervention analysis found that those participants with an untreated mental illness reported significantly poorer attitudes about seeking treatment compared to those who were treated. Amongst untreated participants, the mental health literacy condition, but not stigma reduction condition increased positive attitudes about seeking mental health services. In addition, support was found for an explanatory model such that those in the mental health literacy condition with an affirmative mental health self-assessment reported increased problem identification, which in turn, was positively associated with greater helpseeking attitudes and intentions. These results add to the evidence that mental health literacy should be considered a critical barrier to help-seeking amongst post-secondary students, at least for those with low levels of stigma. (Psycinfo database record (c) 2021 apa, all rights reserved)","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,MENTAL HEALTH;ATTITUDES;HELP-SEEKING BEHAVIOUR;KNOWLEDGE LEVEL;HEALTH CARE SEEKING BEHAVIOR;STIGMA;MENTAL HEALTH LITERACY;COLLEGE STUDENTS;STUDENT ATTITUDES;TREATMENT BARRIERS,,
rayyan-470329480,Stress As A Mediating Factor In The Association Between The Drd2 Taqi Polymorphism And Alcoholism.,2001,1,1,"ALCOHOL (FAYETTEVILLE, N.Y.)",,,,,MADRID GA and MACMURRAY J and LEE JW and ANDERSON BA and COMINGS DE,,,,,"Results of earlier studies have shown that rating of prior stress exposure in preadolescent boys influenced the association between drd2 genotypes and alcoholism risk factors, suggesting that variability in stress exposure, either in patient or control samples, could readily account for at least part of the confusion in drd2 study outcomes. In order to test the hypothesis that the drd2 a1 allele is only associated with alcoholism in subjects with elevated stress exposure, we examined the gene-stress interactional model in a sample of males of mayan descent in the olancho district of honduras. Ascertainment was based on an epidemiologic, observational cross-sectional design, and the study was approved by the institutional review board. A total of 309 adult males (age range 18-87 years) were interviewed by a physician or a public health nurse, blood samples were obtained for genetic studies, and participants were administered the short version of the michigan alcoholism screening test (s-mast) and the hispanic stress inventory (hsi). Three explanatory models were evaluated. The first model tested the effect of the demographic variables alone as predictors of mast scores, the second tested the effects of stress and drd2 genotypes separately, and the third tested the effect of the interaction between stress and the drd2 genotypes. Neither model 1 nor model 2 yielded significant results; neither mast scores nor hsi scores were found to be associated with drd2 genotypes. However, model 3 was confirmed reflecting a significant (p<.05) interaction between drd2 genotype and stress score as a predictor of mast score. Additionally, this difference was found to be largely accounted by the hsi occupational/economic stress score, which had a highly significant (p=.003) interaction with drd2 genotype as a predictor of mast score. This stress score was the only one of four that showed levels of stress as high as hsi scores in a us population. The mast scores of a2a2 genotype participants were found to be nearly identical in low stress and high stress participants, whereas the mast scores of a1a2 participants increased modestly with stress (p=.01) and that of a1a1 participants increased markedly with stress (p=.001). These findings support the hypothesis that drd2 genotype-phenotype associations depend on the magnitude of stress exposure, and they lend support to the view that variability in drd2 study outcomes may in part be explained by this gene-environment interaction.","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,ALLELES*;ALCOHOLISM/*GENETICS;POLYMORPHISM;GENETIC/*GENETICS;RECEPTORS;DOPAMINE D2/*GENETICS;STRESS;PHYSIOLOGICAL/*GENETICS;TAQ POLYMERASE/*GENETICS;ADOLESCENT;ADULT;AGED;80 AND OVER;ALCOHOLISM/PSYCHOLOGY;CROSS-SECTIONAL STUDIES;HUMANS;MALE;MIDDLE AGED;REGRESSION ANALYSIS;PHYSIOLOGICAL/PSYCHOLOGY;Alcoholics,,
rayyan-470329481,Conceptual And Empirical Links Between Children's Social Spheres: Relating Maternal Beliefs And Preschoolers' Behaviors With Peers,1999,1,1,CONFLICT AS A CONTEXT FOR UNDERSTANDING MATERNAL BELIEFS ABOUT CHILD REARING AND CHILDREN'S MISBEHAVIOR.,,,,,HASTINGS PD and COPLAN R and PIOTROWSKI CC and HASTINGS PD,,,,,"Considered factors that might affect maternal beliefs about conflicts involving their preschool-aged children and the relations between such beliefs and children's aggression and social competence in preschool. Two types of maternal beliefs were examined: the causal attributions and the parenting goals. Contextual effects on maternal beliefs were also examined, as maternal responses have been found to vary for different child misbehaviors. Finally, recognizing that transactional and bidirectional models of development have emphasized the potential impacts of children on their parents and that both social behaviors and parents' beliefs about social behaviors vary for boys and girls, the relation of child gender to both maternal beliefs and adjustment to preschool was examined. Ss were 75 mother and their preschoolers (aged 2.55.8 yrs). Mothers completed measures including the child behavior vignettes. Five to 6 mo later, preschool teachers completed the preschool behavior questionnaire. Ss' parenting goals and causal attributions for misbehaviors varied according to child gender and the nature of the transgression. When mothers reported goals that were appropriate for transgression, teachers reported a greater display of behavior competence with peers while at preschool. (Psycinfo database record (c) 2016 apa, all rights reserved)","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,NA;Only Child;Child,,
rayyan-470329482,Drug Abuse Heterogeneity And The Search For Subtypes,2005,1,1,EPIDEMIOLOGY OF DRUG ABUSE.,,,,,GLANTZ MD and CONWAY KP and COLLIVER JD and SLOBODA Z,,,,,"Progress in treating health problems is often made by determining the critical commonalities and differences among the phenomena of interest, using observations to discriminate subtypes, and then determining the underlying mechanisms and etiologies of the subtypes. These causal attributions typically become the distinguishing principles on which the sub-categories are based. In this chapter, the authors discuss the topics of substance abuse and heterogeneity along with the epidemiology of drug abuse and risk factors such as antisociality. In addition to the research on the association between substance use disorders and antisociality, there is a large body of literature reporting connections with behavior disinhibition and affect dysregulation. In conclusion, this discussion illustrates the convergences in the research findings on risk factors that point to possible clusters having implications for further understanding the heterogeneity of substance abuse and the identification of drug abuse subtypes. (Psycinfo database record (c) 2020 apa, all rights reserved)","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,NA;Substance-Related Disorders;Street Drugs,,
rayyan-470329483,Paving The Way For Systemic Phenomenological Psychiatry-The Forgotten Heritage Of Wolfgang Blankenburg,2022,1,1,FRONTIERS IN PSYCHIATRY,,,,,THOMA S and KONRAD M and FELLIN LC and GALBUSERA L,,,,,"Phenomenological psychopathology focuses on the first-person experience of mental disorders. Although it is in principle descriptive, it also entails an explanatory dimension: single psychological symptoms are conceived as genetically arising from a holistic structure of personal experience, i.e., the patient's being-in-the-world - and of its dynamic unfolding over time. Yet both classical and current phenomenological approaches tend to identify the essential disorder or ``trouble generateur'' (minkowski) of mental illness within the individual, thereby neglecting the relevance of the social context not only for the emergence of symptoms but also for their treatment. The work of wolfgang blankenburg on schizophrenia represents a noteworthy approach to overcome this individualistic tendency. He introduced the concept of ``loss of common sense'' as the structural core of schizophrenic experience and being-in-the-world and he considered the social and most importantly familial context for the emergence of schizophrenic experience. By accounting not only for personal experience but also for interactional structures of families and social milieus in which experience is embedded, blankenburg thereby offered ways to combine phenomenological and systemic explanations of mental disorders. Beside his most renowned work on ``the loss of common sense,'' in this paper we also present his family studies of young persons with schizophrenia, which have so far received little if no attention. We thus discuss the different ways in which blankenburg expanded the phenomenological approach into a more systemic and social direction. We then link blankenburg's work with current systemic explanatory models of schizophrenia and explore the clinical and scientific implications of this link. Finally, we call for further research on the synergy effects between the two.","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,PHENOMENOLOGICAL PSYCHOPATHOLOGY;SYSTEMIC THERAPY;PSYCHOSIS;;PHENOMENOLOGICAL SOCIOLOGY;THERAPY OF PSYCHOSIS,,
rayyan-470329484,'Mind Over Matter?': Comment,2001,1,1,AUSTRALIAN AND NEW ZEALAND JOURNAL OF PSYCHIATRY,,,,,SCARLETT B,,,,,"Comments on the articles by p. Schimmel (see records [rid]2001-18409-008[/rid] and 200117409-009) which explored the philosophical and psychiatric aspects of the mindbody problem. The author further elaborates on schimmel's arguments. (Psycinfo database record (c) 2016 apa, all rights reserved)","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,CAUSALITY;MINDBRAIN PROBLEM;PSYCHIATRIC DISORDERS;PHILOSOPHY;DOUBLE ASPECT THEORY;ATTRIBUTION;DUALISM;MENTAL DISORDERS;PHILOSOPHIES;THEORIES,,
rayyan-470329485,Qualitative Study Of Perceived Causes Of Tuberculosis Treatment Default Among Health Care Workers In Morocco.,2012,1,1,THE INTERNATIONAL JOURNAL OF TUBERCULOSIS AND LUNG DISEASE : THE OFFICIAL JOURNAL OF THE INTERNATIONAL UNION AGAINST TUBERCULOSIS AND LUNG DISEASE,,,,,KIZUB D and GHALI I and SABOUNI R and BOURKADI JE and BENNANI K and EL AOUAD R and DOOLEY KE,,,,,"Setting: in morocco, tuberculosis (tb) treatment default is increasing in some urban areas.; Objective: to provide a detailed description of factors that contribute to patient default and solutions from the point of view of health care professionals who participate in tb care.; Design: in-depth interviews were conducted with 62 physicians and nurses at nine regional public pulmonary clinics and local health clinics.; Results: participants had a median of 24 years of experience in health care. Treatment default was seen as a result of multilevel factors related to the patient (lack of means, being a migrant worker, distance to treatment site, poor understanding of treatment, drug use, mental illness), medical team (high patient load, low motivation, lack of resources for tracking defaulters), treatment organization (poor communication between treatment sites, no systematic strategy for patient education or tracking, incomplete record keeping), and health care system and society. Tailored recommendations for low- and higher-cost interventions are provided.; Conclusions: interventions to enhance tb treatment completion should take into account the local context and multilevel factors that contribute to default. Qualitative studies involving health care workers directly involved in tb care can be powerful tools to identify contributing factors and define strategies to help reduce treatment default.","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,ATTITUDE OF HEALTH PERSONNEL*;HEALTH KNOWLEDGE;ATTITUDES;PRACTICE*;MEDICATION ADHERENCE*;PERCEPTION*;ANTITUBERCULAR AGENTS/*THERAPEUTIC USE;NURSES/*PSYCHOLOGY;PHYSICIANS/*PSYCHOLOGY;TUBERCULOSIS/*DRUG THERAPY;ADULT;DIRECTLY OBSERVED THERAPY;FEMALE;HUMANS;INCIDENCE;INTERVIEWS AS TOPIC;MALE;MIDDLE AGED;MOROCCO/EPIDEMIOLOGY;QUALITATIVE RESEARCH;RISK ASSESSMENT;RISK FACTORS;TUBERCULOSIS/DIAGNOSIS;TUBERCULOSIS/EPIDEMIOLOGY;Tuberculosis,,
rayyan-470329486,"Recognition Of Depression, Anxiety, And Alcohol Abuse In A Chinese Rural Sample: A Cross-Sectional Study",2016,1,1,BMC PSYCHIATRY,,,,,YU Y and HU M and LIU Z and LIU H and YANG JP and ZHOU L and XIAO S,,,,,"Background: under-utilization of mental health services is a global health issue. Recognition of mental disorders, as the first step to seeking help from professional sources, has been well studied in developed countries, yet little is known about the situation in rural areas of developing countries like china. The purpose of the study is to understand the recognition of depression, anxiety, and alcohol abuse and its predictive factors in a chinese rural sample methods: face-to-face interviews were conducted on a representative rural adult sample in a cross-sectional study in china (n = 2052). Respondents were presented with three vignettes depicting depression, anxiety and alcohol abuse and asked to label the disorder and its cause to assess their recognition of the three mental disorders. They also completed the patient health questionnaire (phq-9), the generalized anxiety disorder scale (gad-7), and the alcohol use disorders identification test (audit) to assess their current mental health status. Results: the alcohol abuse vignette was more frequently attributed as a mental problem than the depression vignette and anxiety vignette. The correct labeling rate was 16.1 \% in the depression vignette, 15.5 \% in the anxiety vignette, and 58.2 \% in the alcohol vignette. Higher education is the common and also strongest factor positively predicting the recognition of all three vignettes. Beyond that, being female is an independent predictor of correct recognition of alcohol abuse, while recognition of depression and anxiety were positively predicted by younger age. Conclusions: lower recognition of depression and anxiety as compared to alcohol abuse confirms the importance and need to increase the public's awareness and knowledge about common mental disorders. Recognition of common mental disorders could be improved through general public campaign and education, while paying attention to the unique predictive factors for each specific disorder and implement targeted intervention.","RAYYAN-INCLUSION: {""Ian""=>""Included""}",,MENTAL HEALTH LITERACY;RECOGNITION;MENTAL DISORDERS;RURAL;CHINESE;Cross-Sectional Studies;Cesarean Section;Anxiety;Alcoholics,,
rayyan-470329487,Development And Validation Of An Overreporting Scale For The Personality Inventory For Dsm-5 (Pid-5),2018,1,1,PSYCHOLOGICAL ASSESSMENT,,,,,SELLBOM M and DHILLON S and BAGBY RM,,,,,"Our aim in the current study was to develop a validity scale for the personality inventory for dsm-5 (pid-5) to detect noncredible overreported responding. To this end, we used a rare symptoms approach and identified extreme response options on pid-5 items that were infrequently endorsed by students in 3 different university samples (n = 1,370) and in a psychiatric patient sample (n = 194). The resulting 10-item scale (the pid-5-ors) produced adequate-to-good estimates of internal reliability and was significantly correlated with the minnesota multiphasic personality inventory-2 restructued form (mmpi-2-rf) overreporting validity scales, providing evidence of concurrent validity. The criterion validity of the pid-5-ors was demonstrated in an analog simulation design study. More specifically, university students instructed to overreport (n = 80) scored substantially higher on the pid-5-ors relative to both a group of genuine psychiatric patients and students instructed to complete the pid-5 under standard (honest) instructions (n = 161); the effect size magnitudes associated with these differences were large. Classification accuracy analyses further revealed that high scores on the pid-5-ors were associated with high specificity (and thus, low rates of false positive classifications) in differentiating overreporters from genuine patients, with sensitivity being somewhat weaker.","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,PERSONALITY INVENTORY FOR DSM-5;VALIDITY SCALES;RESPONSE BIAS;;OVERREPORTING;MALINGERING;Personality Inventory,,
rayyan-470329488,Explanatory Models Of Mental Disorders Among Traditional And Faith Healers In Ghana,2018,1,1,INTERNATIONAL JOURNAL OF CULTURE AND MENTAL HEALTH,,,,,KPOBI L and SWARTZ L,,,,,"Traditional and alternative medicine is an integral part of the mental healthcare system of many african countries. The treatments and practices of these traditional and alternative healers will be influenced by their ideas about the causes and effects of mental disorders. With the concept of explanatory models of illness as a framework, we examined the notions of different categories of traditional and faith healers about mental disorders. Using case vignettes, we conducted interviews with 36 participants to explore their beliefs about the causes, course and effects of a serious mental disorder, a common mental disorder and a disorder driven by social circumstances. From our data, there was consensus about what constituted a serious mental disorder. However, the other disorders were not seen as mental disorders. Although there was an acknowledgement of biological and social causes of serious mental illness, the dominant view was that of supernatural causes. The most significant effect of mental illness reported was a loss of social connectedness and productivity. These models are discussed with reference to their implications for collaboration, mental health literacy efforts, as well as biomedical practice. (Psycinfo database record (c) 2018 apa, all rights reserved)","RAYYAN-INCLUSION: {""Ian""=>""Included""}",,GHANA;TRADITIONAL MEDICINE;FAITH HEALING;EXPLANATORY MODELS;MENTAL HEALTH;NO TERMS ASSIGNED;Mental Disorders;Ghana,,
rayyan-470329489,The Influence Of Meaning Making On Distress And Well-Being Following Spinal Cord Injury: A Cross-Sectional Examination With Military Veterans,2009,1,1,NA,,,,,DEROON-CASSINI TA,,,,,"There are many risk factors that have been linked with distress following a traumatic spinal cord injury. Peritraumatic variables such as perceived life threat and dissociation have been associated with an increased risk for posttraumatic stress disorder (ptsd). The conservation of resources theory proposes that it is the loss of resources (e.g., material possessions, personal characteristics, finances) that contributes to both depression and ptsd. Appraisal processes such as global and situational meaning making have been documented as both inhibiting and facilitating posttrauma psychological health. However, research has not been conducted that combines the injury characteristics, resource loss, and meaning making influences on psychological outcomes with individuals who have experienced a spinal cord injury. This study proposes and evaluates a new model of posttrauma psychological outcomes that is based on these identified traumatogenic factors by emphasizing the individual perspective through narratives. Eighty-five spinal cord injured veterans completed semi-structured interviews assessing perceived loss of physical, personal, and energy resources; level of global meaning; ptsd; depression; and psychological well-being. Objective ratings of level and completeness of spinal cord injury were retrieved from medical records to calculate injury severity. Additionally, narratives were generated in response to open-ended questions about meaning and impact of the injury, identity and autobiography formation, and coping efficacy. This study utilized a mixed-method approach that involved a grounded theory qualitative evaluation of situational meaning making narratives. Also, quantitative analyses were used to investigate the influence of injury severity, loss of resources, and meaning making on psychological outcomes post-injury. Results revealed that the variables of interest did not differ across time since injury. Resource loss was positively associated with depression and ptsd and negatively associated with psychological well-being. However, the severity of the spinal cord injury was not associated with psychological outcomes, even though this directly relates to functionality. Global meaning and resource loss were significant predictors of psychological outcomes. Finally, consistent situational meaning making themes were generated describing causal attributions, degree of life change, identity loss and integration, and post-injury growth. Implications of these findings related to factors that are associated with quality of life and human resiliency are discussed, as are suggestions for psychological intervention. (Psycinfo database record (c) 2016 apa, all rights reserved)","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,DISTRESS;WELL BEING;SPINAL CORD INJURY;MILITARY VETERANS;RISK FACTORS;POSTTRAUMATIC STRESS DISORDER;SPINAL CORD INJURIES;Spinal Cord Injuries;Cesarean Section;Spinal Cord;Veterans;Military Personnel,,
