key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-881237017,Perceptions of illness causation among new referrals to a community mental health team: ``explanatory model{''} or ``exploratory map{''}?,2001,8,,SOCIAL SCIENCE \& MEDICINE,0277-9536,53,4,465-476,"Williams, B and Healy, D",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","The health beliefs of people suffering from mental health problems are important. Such beliefs have been identified as key factors in models of health and illness behaviour, and may therefore indirectly influence clinical outcome. In addition, the increasing move towards patient-centred health care suggests that such beliefs need to be identified if a patient's perspective of his or her illness is to be addressed in the care process, Past research on health beliefs surrounding depression have concentrated on identifying ``explanatory models{''} among the general community or among people who already have an established diagnosis of depression. This paper describes the content and status of health beliefs among people who are in the process of receiving a diagnosis. In-depth interviews were carried out with new referrals to a community mental health team (CMHT). Individuals expressed a variety of perceived causes throughout the interview. Beliefs were therefore characterised as changeable. It is argued that the concept of an ``explanatory model{''} is too fixed to fully convey the fluid status of beliefs among this patient group. The concept of an ``exploratory map{''} is suggested as a replacement. Such maps outline the avenues of thought which individuals explored when attempting to understand why they were currently experiencing particular psychological problems. The strength and persistence of beliefs is discussed in relation to both theoretical and clinical implications. (C) 2001 Elsevier Science Ltd. All rights reserved.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Kelly""=>""Included"", ""Consensus""=>""Included""}",10.1016/S0277-9536(00)00349-X,health beliefs; mental health; illness behaviour; depression; UK;Referral and Consultation,,
rayyan-881237018,Attribution and serious mental illness: Understanding multiple perspectives and ethnocultural factors,2001,7,,AMERICAN JOURNAL OF ORTHOPSYCHIATRY,0002-9432,71,3,350-357,"Nathan, JH and Wylie, AM and Marsella, AJ",,English,AMER ORTHOPSYCHIATRIC ASSOC,"330 SEVENTH AVE, 18TH FL, NEW YORK, NY 10001 USA","Attributions regarding the nature, cause, and best treatment of mental health problems were examined in a total of 563 adults with serious mental illness from four ethnocultural groups, 185 family members, and 43 mental health practitioners, Attributions agreed in many areas, such as stress as a cause, and medical intervention and counseling as best treatment. Differences were found between the practitioner and other groups in attributions regarding the senses in the nature of mental illness, and in drugs and alcohol as a cause. The role of ethnicity was examined and treatment implications discussed.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Fiona""=>""Excluded"", ""Consensus""=>""Included""} | RAYYAN-EXCLUSION-REASONS: not sure",10.1037/0002-9432.71.3.350,"",,
rayyan-881237019,"Awareness of illness in schizophrenic, schizo-affective, bipolar and unipolar mood disorders; results of a comparative study of 90 hospitalized patients.",2001,6,,ANNALES MEDICO-PSYCHOLOGIQUES,0003-4487,159,5,369-374,"Masson, M and Azorin, JM and Bourgeois, ML",,French,MASSON EDITEUR,"120 BLVD SAINT-GERMAIN, 75280 PARIS 06, FRANCE","Brought-up by alienists long ago, the question of awareness of illness has once again struck psychiatrists because of its diagnostic and therapeutic implications. As we now dispose of dependable psychometric tools, using Amador's Scale to assess Unawareness in Mental Disorders, we have evaluated a cohort of 90 patients presenting with the following DSM-IV diagnoses: 37 suffered from schizophrenia with psychotic symptoms (PS), 14 from a schizo-affective disorder with PS, 18 from bipolar disorder with PS, seven from unipolar disorder with PS and 14 from unipolar disorder without PS. Statistical analysis of results allowed to confirm that awareness of illness was significantly weaker in patients suffering from schizophrenia. Furthermore, causal attribution of symptoms and social consequences of disorder are significantly less correct in these patients. Finally, these results reflect those of recent studies by Bebbington and White on social context of insight. Is poor insight in certain mental disorders a symptomatic dimension or is it linked to social and cultural differences between the patient and his/her therapist? (C) 2001 Editions scientifiques et medicales Elsevier SAS.","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Fiona""=>""Excluded"", ""Consensus""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: duplicate",10.1016/S0003-4487(01)00057-9,awareness of illness; insight; mood disorders; schizophrenia; social context of insight;Mood Disorders,,
rayyan-881237020,Beliefs about causation of schizophrenia: Do Indian families believe in supernatural causes?,2001,3,,SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY,0933-7954,36,3,134-140,"Srinivasan, TN and Thara, R",,English,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY","Background: Beliefs about the causation of schizophrenia could influence the attitudes patients' families adopt towards the patient and may also influence their help-seeking behaviour. Indian families have been typically described as often believing in causes like supernatural forces and therefore seeking help from magico-religious healers. In the changing mental health scenario in India, this impression needs verification. Method: Key relatives living with 254 chronic schizophrenia patients were interviewed and asked to name the causes they believed were behind the illness. A list of possible causes was provided for the families to select from, and relatives were also encouraged to mention other possible causes, not featured in the list. The possible causes identified and the factors related to attributions made were analysed. Results: A supernatural cause was named by only 12\% of the families and as the only cause by 5\%. Psychosocial stress was most commonly cited cause, followed by personality defect and heredity. A small number of families (14\%) could not name any cause and 39\% named more than one cause. Patient gender and education, duration of illness and the key relative's education and the nature of relationship were related to the type of causal attributions made. Conclusion: Families living with patients suffering chronic schizophrenia receiving treatment in urban India rarely subscribe to the idea of supernatural causation of the illness. The causal attributions made by them are fairly rational and understandable, given the relative lack of exposure to proper information about the illness.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Kelly""=>""Included"", ""Consensus""=>""Included""}",10.1007/s001270050302,Schizophrenia;Causality,,
rayyan-881237021,"Relationship of core self-evaluations traits-self-esteem, generalized self-efficacy, locus of control, and emotional stability-with job satisfaction and job performance: A meta-analysis",2001,2,,JOURNAL OF APPLIED PSYCHOLOGY,0021-9010,86,1,80-92,"Judge, TA and Bono, JE",,English,AMER PSYCHOLOGICAL ASSOC,"750 FIRST ST NE, WASHINGTON, DC 20002-4242 USA","This article presents meta-analytic results of the relationship of 4 traits-self-esteem, generalized self-efficacy, locus of control, and emotional stability (low neuroticism)-with job satisfaction and job performance. With respect to job satisfaction. the estimated true score correlations were .26 for self-esteem .45 for generalized self-efficacy .32 for internal locus of control, and .24 for emotional stability. With respect to job performance. the correlations were .26 for self-esteem,.23 for generalized self-efficacy, .22 for internal locus of control. and .19 for emotional stability. In total, the results based on 274 correlations suggest that these traits are among the best dispositional predictors of job satisfaction and job performance. T. A. Judge, E. A. Locke. and C. C. Durham's (1997) theory of core self-evaluations is used as a framework for discussing similarities between the 4 traits and their relationships to satisfaction and performance.","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Fiona""=>""Excluded"", ""Consensus""=>""Excluded""}",10.1037/0021-9010.86.1.80,Job Satisfaction;Internal-External Control,,
rayyan-881237022,Cognitive and behavioural factors as predictors of abstinence following treatment for alcohol dependence,2001,2,,ADDICTION,0965-2140,96,2,297-303,"Vielva, I and Iraurgi, I",,English,CARFAX PUBLISHING,"RANKINE RD, BASINGSTOKE RG24 8PR, HANTS, ENGLAND","Aim. To assess how far causal attributions about abstinence and relapse, drinking self-efficacy, drinking locus of control expectancy and coping behaviour discriminate abstainers from relapsers following treatment for alcohol dependence. Design. A multicentre 6-month follow-up study. Setting. Mental health centres and self-help groups in Vizcaya (Spain). Participants. The sample was formed by 201 alcoholics who were assessed at their centres and groups on two occasions: while they were in treatment and 6 months later. Measurements. During treatment, participants completed several questionnaires related to cognitive and behavioural variables. Drinking problem and background variables were also assessed. Six months later their drinking status and treatment attendance were examined. Findings. Multivariate tests showed that self-efficacy expectancy and long previous time in abstinence independently discriminated alcoholics who maintained abstinence from those who did not. Other cognitive-behavioural variables showed bivariate association with abstinence, but did not add predictive power to these two measures. Conclusions. The results of this study are consistent with the extensive literature that confirms the predictor power of self-efficacy. Unexpectedly, it did not find independent positive relationships between other psychological variables and abstinence. Given that self-efficacy can predict outcome in the medium term, it is suggested that treatment could target this variable.","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Kelly""=>""Excluded"", ""Consensus""=>""Excluded""}",10.1046/j.1360-0443.2001.96229713.x,Alcoholics,,
rayyan-881237023,Staff expressed emotion and causal attributions for client problems on a low security unit: An exploratory study,2001,,,SCHIZOPHRENIA BULLETIN,0586-7614,27,3,517-526,"Barrowclough, C and Haddock, G and Lowens, I and Connor, A and Pidliswyj, J and Tracey, N",,English,US GOVERNMENT PRINTING OFFICE,"SUPERINTENDENT DOCUMENTS,, WASHINGTON, DC 20402-9325 USA","This is an exploratory study that sought to investigate a number of measures of staff-patient relationships on a continuing care, low security inpatient facility for patients with severe mental illness. Twenty staff members were assessed for expressed emotion (EE) using the Camberwell Family Interview (CFI) in regard to a client for whom they were a designated key worker. Their spontaneous attributions for the patient's problems were also assessed, along with self-report staff and patient ratings of their expressed and perceived feelings and thoughts about their staff or patient counterpart. The study found that although none of the staff were rated as fulfilling criteria for high EE, there was evidence of some variability in the quality of staff-patient relationships as assessed from the subjective self-report scales of staff and patients. Patients seemed to be sensitive to staff feelings for them: patient ratings of perceived feelings and thoughts from staff were significantly correlated with staff expressed feelings both from the CFI EE ratings and the direct self-report staff measures. Staff tended to view the behaviors of patients they felt less positively disposed toward as more controllable, and this association between less benign explanations of behavior and a more critical attitude is consistent with the attribution research for familial caregivers. The more negatively perceived patient group was found to be more likely to have behavioral disturbances in the 7 months after the relationship ratings were made. This article discusses measurement issues in the assessment of formal caregiver-patient relationships in the light of this and previous studies.","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Aqsa""=>""Excluded"", ""Consensus""=>""Excluded""}",10.1093/oxfordjournals.schbul.a006892,schizophrenia; expressed emotion; causal attributions; paid caregivers;Expressed Emotion;Causality,,
rayyan-881237024,Causal beliefs and social attitudes towards psychiatric disorders: Differences between Axis I and Axis II disorders,2001,,,AUSTRALIAN JOURNAL OF PSYCHOLOGY,0004-9530,53,,19,"Knowles, AD and Say, WG",,English,AUSTRALIAN PSYCHOLOGICAL SOC,"1 GRATTAN STREET, CARLTON, VICTORIA 3053, AUSTRALIA",,"RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Fiona""=>""Excluded"", ""Consensus""=>""Included""} | RAYYAN-EXCLUSION-REASONS: not enough info",,"",,
rayyan-881237025,Thinking of ourselves more highly than we ought - A psychological \& theological analysis - CARE FOR THE SOUL: EXPLORING THE INTERSECTION OF PSYCHOLOGY \& THEOLOGY,2001,,,,,,,309-331,"Moroney, SK",,English,INTERVARSITY PRESS,"PO BOX 1400, DOWNERS GROVE, IL 60515 USA",,"Wheaton Theology Conference on the Cure of the Soul, WHEATON, IL, AUG, 1997 | RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Aqsa""=>""Excluded"", ""Fiona""=>""Excluded"", ""Consensus""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong publication type",,Self Psychology;Thinking,,
rayyan-881237026,Therapeutic goals and indication - An empirical study of psychotherapy patients' self-reports obtained during the diagnostic assessments,2000,7,,PSYCHOTHERAPIE PSYCHOSOMATIK MEDIZINISCHE PSYCHOLOGIE,0937-2032,50,7,292-300,"Faller, H",,German,GEORG THIEME VERLAG,"RUDIGERSTR 14, D-70469 STUTTGART, GERMANY","Although individual therapeutic goals are considered to be important factors motivating patients to engage in therapeutic work, they have gained little attention in empirical research. In the present study, patients were given a questionnaire containing 24 therapeutic goals which could be rated according to their subjective relevance on a 5-point scale. N =152 patients (mean age 34.5 years, 59.2\% female) who presented at a university psychotherapy outpatient department to attend a diagnostic interview participated in the study.,,To solve my problems{''} and,,to get relief from my complaints{''} were the goals that were rated as most important. Coals pertaining to mental health such as more contentness and calmness, self-assertion and insight scored high, too. Three rational scales were constructed: 1. insight, 2. sociability, and 3. self-assertion. These scales were correlated with both patients' causal attributions and therapy expectations in plausible ways. However, the general strength of intercorrelations point of the conception patients goals were not very succinct at the time of the intake interview. Indication groups regarding specific therapeutic measures did not differ with respect to therapy goals. Only the general decision whether to recommend a psychotherapeutic intervention or not seemed to be influenced by patients' therapeutic aims.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Aqsa""=>""Included"", ""Consensus""=>""Included""}",10.1055/s-2000-9092,therapeutic goals; diagnostic assessment; therapy expectation; causal attribution; treatment selection;Psychotherapy,,
rayyan-881237027,Causes of schizophrenia reported by patients' family members in China,2000,7,,BRITISH JOURNAL OF PSYCHIATRY,0007-1250,177,,20-25,"Phillips, MR and Li, YY and Stroup, TS and Xin, LH",,English,ROYAL COLLEGE OF PSYCHIATRISTS,"BRITISH JOURNAL OF PSYCHIATRY 17 BELGRAVE SQUARE, LONDON SW1X 8PG, ENGLAND","Background Better methods of assessing patients' and family members' causal models of illness are needed to improve adherence with biomedical interventions and to design services that meet the needs of consumers. Aims To develop a quantitative measure suitable for assessing the relationship of causal beliefs to expressed emotion, stigma, care;seeking and adherence. Method The Causal Models Questionnaire for Schizophrenia, which includes 45 causes identified during in-depth interviews with family members, was administered to 245 family members of 135 patients with DSM-III-R schizophrenia in Suzhou and Siping,China at the time of admission to hospital. Results Respondents, who identified a mean of 2.5 causes (range 1-10, mode 2), attributed 84\% of the cause of schizophrenia to social, interpersonal and psychological problems. Hence, their beliefs do not concur with Chinese professionals' ideas about the biomedical causes of schizophrenia. Multivariate analyses identified the socio-economic factors that influence family members' causal beliefs. Conclusions Despite the complexity of causal models, measures can be developed that will help improve clinicians' communication with patients and understanding of help-seeking behaviours.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Kelly""=>""Included"", ""Consensus""=>""Included""}",10.1192/bjp.177.1.20,Schizophrenia;China,,
rayyan-881237028,A cross-cultural study of mental health beliefs and attitudes towards seeking professional help,2000,7,,SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY,0933-7954,35,7,326-334,"Sheikh, S and Furnham, A",,English,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY","Background: This study sets out to examine the relationship between culture beliefs about the causes of mental distress and attitudes associated with seeking professional help for psychological problems. It was hypothesised that there is a meaningful and statistical relationship between these variables and that there will be a difference in this relationship between Asians and Westerners. Participants were 287 adults belonging to three groups (British Asian, western European and Pakistanis). Method: Participants completed two questionnaires: the Orientations to Seeking Professional Help (Fischer and Turner 1970) and the Mental Distress Explanatory Model Questionnaire (Eisenbruch 1990) and a demographic data sheet. Results: Analysis indicated that positive attitudes toward seeking professional help for psychological distress were similar for British Asians, Westerners and Pakistanis. There were significant differences between the three groups in the causal attributions of mental distress. Although culture, as a variable, was not a significant predictor of a positive attitude to seeking professional help, causal beliefs of mental distress were significant predictors of attitudes to seeking help for the British Asian and the Pakistani groups. Beliefs were not significant predictors for attitudes to seeking help for the Western group. Conclusion: It was concluded that culturally determined causal beliefs of mental distress contribute to attitudes towards seeking professional help for psychological problems for Asians. Implications for both research and the provision of more appropriate health services for the British Asian minority group in the United Kingdom are discussed.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Kelly""=>""Included"", ""Consensus""=>""Included""}",10.1007/s001270050246,"",,
rayyan-881237029,"Of fear and loathing: The role of `disturbing behavior,' labels, and causal attributions in shaping public attitudes toward people with mental illness",2000,6,,JOURNAL OF HEALTH AND SOCIAL BEHAVIOR,0022-1465,41,2,208-223,"Martin, JK and Pescosolido, BA and Tuch, SA",,English,AMER SOCIOLOGICAL ASSOC,"1307 NEW YORK AVE NW \#700, WASHINGTON, DC 20005-4712 USA","Our paper couples previous research on attitudes toward people with mental illness and more general sociological research on attitudes toward ``out-groups{''} to examine the role of five factors that influence the public's willingness to interact with people with mental health problems, including the nature of the behavior described, causal attributions of the behavior's source, perceived dangerousness of the person, the label of ``mental illness,{''} and the sociodemographic characteristics of respondents. Using vignette data fr om the 1996 General Social Survey (N = 1,444), we find that respondents discriminate among different types of mental health problems by expressing more desire to avoid those with drug and alcohol problems than with those with mental illness. Consistent with research on racial attitudes, we also find that Americans who attribute mental health problems to structural causes (e.g., stress or genetic/biological causes) are more willing to interact with the vignette person than those who see individual causes (e.g., ``bad character{''} or the ``way the person was raised{''}) as the root of the problem. However, even controlling for these factors, respondents who label the vignette a ``mental illness `` also express a preference for greater social distance. Finally, while the sociodemographic characteristics of the respondent appear to play a minimal role in preferences for social distance the degree of dangerousness that the public ascribes to people with mental health problems is important and appears to mediate the influence of effects of labeling a person as mentally ill.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Fiona""=>""Included"", ""Consensus""=>""Included""}",10.2307/2676306,"",,
rayyan-881237030,Insight \& awareness of illness in psychiatry II: recent empirical studies - The measure of insight,2000,3,,ANNALES MEDICO-PSYCHOLOGIQUES,0003-4487,158,3,209-224,"Bourgeois, ML",,French,MASSON EDITEUR,"120 BLVD SAINT-GERMAIN, 75280 PARIS 06, FRANCE","There is a renewed interest for insight and awareness of illness in Psychiatry on a practical and a theoretical point of view (I.S. Markova, G.-E. Berrios, 1995). Several rating scales are currently used to explore this important domain of Psychopathology. Poor insight is a complex and multi-dimensional phenomenon. It has several components: 1) unawareness of being ill; 2) unawareness of different symptoms; 3) unawareness of the need for treatment; 4) unawareness of the consequences of disorder; 5) causal attribution. Several studies are presented, particularly X.F. Amador et al.'s SUMD (1994), as well as A.S. David's (1990) and I.S. Markova \& G.-E. Berrios's scales (1992). Lack of insight is the most constant clinical element throughout schizophrenia sub-types. It is present in 50 to 75\% of patients. Associated to other factors, it could define a sub-type of this pathology. This unawareness of disorder has been considered as a psychological defense, a coping mechanism, or a neuropsychological deficit (anosognosia), related to frontal dysfunction. Poor insight has been associated with schizophrenia subtypes, age of onset, severity and prognosis, suicidality, negative and positive symptoms, neuropsychological impairments, intellectual quotient, level of education, therapeutic compliance, IRM, etc. Poor insight could also be the target of therapeutic intervention.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Aqsa""=>""Excluded"", ""Consensus""=>""Included""}",,awareness; insight; schizophrenia; insight scales,,
rayyan-881237031,Mental health stigma as social attribution: Implications for research methods and attitude change,2000,,,CLINICAL PSYCHOLOGY-SCIENCE AND PRACTICE,0969-5893,7,1,48-67,"Corrigan, PW",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA","The course and outcomes of mental illness are hampered by stigma and discrimination. Research on controllability attributions has mapped the relationships between signaling events, mediating stigma, emotional reactions, and discriminating behavior. In this article, I describe how an attribution model advances research questions related to mental health stigma in three areas. (1) Stigma research needs to examine signaling events related to psychiatric stigma including the label of mental illness, behaviors associated with psychiatric symptoms, and physical appearance. (2) Research into mediating knowledge structures needs to bridge information about controllability attributions with public attitudes about dangerousness and self-care. (3) Ways in which these knowledge structures lead to emotional reactions (pity, anger, and fear) as well as behavioral responses (helping and punishing behaviors) need to be examined. The attribution model has significant implications for social change strategies that seek to decrease mental illness stigma and discrimination.","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Aqsa""=>""Excluded"", ""Consensus""=>""Excluded""}",10.1093/clipsy/7.1.48,mental illness stigma; attributions; controllability; stability;Mental Health,,
rayyan-881237032,The Mental Health and Social Exclusion European Network: A Research Activity Report on European Homeless Citizens,2000,,,EUROPEAN PSYCHOLOGIST,1016-9040,5,3,245-251,"Leonori, Luigi and Munoz, Manuel and Vazquez, Carmelo and Vazquez, Jose J. and Bravo, Mary Fe and Nuche, Maria and Br and t, Preben and Bento, Antonio and Horenbek, Bernard",,English,HOGREFE \& HUBER PUBLISHERS,"PO BOX 2487, KIRKLAND, WA 98083-2487 USA","This report concerns the activities developed by the Mental Health and Social Exclusion (MHSE) Network, an initiative supported by the Mental Health Europe (World Federation of Mental Health). We report some data from the preliminary survey done in five capital cities of the European Union (Madrid, Copenhagen, Brussels, Lisbon, and Rome). The main aim of this survey was to investigate, from a mostly qualitative point of view, the causal and supportive factors implicated in the situation of the homeless mentally ill in Europe. The results point out the familial and childhood roots of homelessness, the perceived causes of the situation, the relationships with the support services, and the expectations of future of the homeless mentally ill. The analysis of results has helped to identify the different variables implicated in the social rupture process that influences homelessness in major European cities. The results were used as the basis for the design of a more ambitious current research project about the impact of the medical and psychosocial interventions in the homeless. This project is being developed in 10 capital cities of the European Union with a focus on the program and outcome evaluation of the health and psychosocial services for the disadvantaged.","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Fiona""=>""Included"", ""Consensus""=>""Excluded""}",10.1027//1016-9040.5.3.245,Homeless; homelessness; European network; European research project; services evaluation; outcome evaluation; social exclusion; mental health,,
rayyan-881237033,"Public conceptions of mental illness: Labels, causes, dangerousness, and social distance",1999,9,,AMERICAN JOURNAL OF PUBLIC HEALTH,0090-0036,89,9,1328-1333,"Link, BG and Phelan, JC and Bresnahan, M and Stueve, A and Pescosolido, BA",,English,AMER PUBLIC HEALTH ASSOC INC,"1015 FIFTEENTH ST NW, WASHINGTON, DC 20005 USA","Objectives. The authors used nationwide sun ev data to characterize current public conceptions related to recognition of mental illness and perceived causes, dangerousness. and desired social distance. Methods. Data were derived from a vignette experiment included in the 1996 General Social Sun ey. Respondents(n = 1444) were randomly assigned to 1 of 5 vignette conditions. Four vignettes described psychiatric disorders meeting diagnostic criteria, and the fifth depicted a ``troubled person'' with subclinical problems and worries. Results. Results indicate that the majority of the public identifies schizophrenia (88\%) and major depression (69\%) as mental illnesses and that most report multicausal explanations combining stressful circumstances with biologic and genetic factors. Results also show, however, that smaller proportions associate alcohol (49\%) or drug (44\%) abuse with mental illness and that symptoms of mental illness remain strongly connected with public fears about potential violence and with a desire for limited social interaction. Conclusions. While there is reason for optimism in the public's recognition of mental illness and causal attributions. a strong stereotype of dangerousness and desire for social distance persist. These latter conceptions are likely to negatively affect people with mental illness.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Fiona""=>""Included"", ""Consensus""=>""Included""}",10.2105/AJPH.89.9.1328,"",,
rayyan-881237034,The relationship of causal beliefs and contact with users of mental health services to attitudes to the `mentally ill',1999,,,INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY,0020-7640,45,3,216-229,"Read, J and Law, A",,English,AVENUE PUBLISHING COMPANY,"55 WOODSTOCK AVE, LONDON NW11 9RG, ENGLAND","Programmes to destigmatise `mental illness' have traditionally been based on the `mental illness is an illness like any other' metaphor and have been largely unsuccessful. By measuring attitudes towards. and etiology beliefs about, `mental illness' before and after a series of four undergraduate lectures presenting the psychosocial causes of. and solutions to, severe mental health problems, this study (a) replicated previous studies demonstrating a relationship between biogenetic causal beliefs and negative attitudes towards `mental patients'; (b) found that following the lectures attitudes improved, particularly around the key variables of dangerousness and unpredictability; and (c) demonstrated that amount of contact with people who had received psychiatric treatment was an even stronger predictor of positive attitudes than acceptance of a psychosocial perspective.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Kelly""=>""Included"", ""Consensus""=>""Included""}",10.1177/002076409904500309,Mental Health Services;Health Services,,
rayyan-881237035,Psychosocial processes underlying the maintenance and persistence of depression: Implications for understanding chronic depression,1999,8,,CLINICAL PSYCHOLOGY REVIEW,0272-7358,19,5,553-570,"Lara, ME and Klein, DN",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","The three major theoretical perspectives on the maintenance and persistence of depression in the psychological literature are reviewed. Cognitive theorists, such as Teasdale and Nolen-Hoeksema, focus on how a reciprocal relationship between depressed mood and the individual's processing of; and response to, their symptoms maintains and prolongs the duration of depressive episodes. interpersonal theorists, such as Lewinsohn and Coyne, hypothpsize that the depressed person's interpersonal behavior elicits negative reactions from the social environment, leading to a downward spiral of persistent depression. Finally, recent studies have indicated that individuals who experienced childhood adversity are more susceptible to a chronic course of depression. Although these three perspectives vary somewhat in the degree of support they have accumulated each exhibits some promise for helping to elucidate the maintenance and persistence of depression. However, much of the available empirical literature suffers from a number of critical limitations, including the lack of clinical samples, longitudinal studies, and adequate attention to confounding variables, such as the severity and duration of depression at baseline and comorbid psychopathology. We conclude by suggesting a number of ways in which cognitive and interpersonal factors and early adversity may interact to maintain and prolong depressive episodes. (C) 1999 Elsevier Science Ltd.","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Fiona""=>""Excluded"", ""Consensus""=>""Excluded""}",10.1016/S0272-7358(98)00066-X,"",,
rayyan-881237036,When possibility informs reality: Counterfactual thinking as a cue to causality,1999,8,,CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE,0963-7214,8,4,120-123,"Spellman, BA and M and el, DR",,English,CAMBRIDGE UNIV PRESS,"40 WEST 20TH STREET, NEW YORK, NY 10011-4211 USA","People often engage in counterfactual thinking, that is, imagining alternatives to the real world and mentally playing out the consequences. Yet the counterfactuals people tend to imagine are a small subset of those that could possibly by imagined. There is some debate as to the relation between counterfactual thinking and causal beliefs. Some researchers argue that counterfactual thinking is the key to causal judgments; current research suggests, however, that the relation is rather complex. When people think about counterfactuals, they focus on ways to prevent bad or uncommon outcomes; when people think about causes, they focus on things that covary with outcomes. Counterfactual thinking may affect causality judgments by changing beliefs about the probabilities of possible alternatives to what actually happened, thereby changing beliefs as to whether a cause and effect actually covary. The way in which counterfactual thinking affects causal attributions may have practical consequences for mental health and the legal system.","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Kelly""=>""Excluded"", ""Consensus""=>""Excluded""}",10.1111/1467-8721.00028,counterfactuals; causality; reasoning;Cues;Thinking;Causality,,
rayyan-881237037,Lay beliefs about mental disorders: a comparison between the western and the eastern parts of Germany,1999,5,,SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY,0933-7954,34,5,275-281,"Angermeyer, MC and Matschinger, H",,English,DR DIETRICH STEINKOPFF VERLAG,"PLATZ DER DEUTSCHEN EINHEIT 25, D-64293 DARMSTADT, GERMANY","Background: Since the end of the Second World War the western and eastern parts of Germany have been exposed to very different social and cultural influences. It was our assumption that this should also be reflected in the beliefs about mental disorders held by the general public. Methods: In autumn 1990, immediately after German reunification, a representative survey on lay concepts of schizophrenia and depression was carried out in both parts of Germany. In all, 2118 personal, fully structured interviews resulted in the West, 980 in the East. Results: In general, there were more similarities than differences between West and East, particularly as concerns causal attributions (with psychosocial stress being most frequently seen as etiologically relevant) and treatment recommendations (with psychotherapy clearly favored over drug treatment). However, there were also some differences, most notably a stronger tendency in the West to define depressive behavior in psychiatric terms and to recommend established forms of psychiatric treatment for its management. Conclusions: Our assumption that the exposure to different cultural influences should have led to discrepant beliefs about mental disorders was only partly confirmed. Especially with regard to schizophrenia, the prevalence of the dominant stereotype hardly differed between West and East.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Aqsa""=>""Included"", ""Consensus""=>""Included""}",10.1007/s001270050144,Mental Disorders;Germany,,
rayyan-881237038,Effects of the label ``schizophrenia{''} on causal attributions of violence,1999,,,SCHIZOPHRENIA BULLETIN,0586-7614,25,3,479-491,"Boisvert, CM and Faust, D",,English,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND","We investigated the relation between the label of ``schizophrenia{''} and causal attributions of violence. Undergraduates read 1 of 10 scenarios in which two variables were manipulated: a psychiatric label and environmental stress. The scenario described an employee who acted violently toward his boss. Subjects made causal attributions for the employee's behavior by completing an adapted version of the Causal Dimension Scale LT. Subjects also completed a questionnaire designed to explore several issues concerning the effects of the schizophrenia label on perceptions of behavior. Contrary to the primary hypothesis, the schizophrenia label did not lead subjects to make significantly more personality causal attributions for violent behavior. With increasing environmental stress, subjects did make significantly fewer personality attributions, A follow-up study using practicing clinicians as subjects yielded similar findings. The results of these studies are discussed in light of perceived stereotypes of persons with schizophrenia and conceptual issues in attribution research.","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Aqsa""=>""Excluded"", ""Consensus""=>""Excluded""}",10.1093/oxfordjournals.schbul.a033395,attributions; Causal Dimension Scale II; stereotypes; violence;Schizophrenia;Violence;Causality,,
